first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,target,address,postcode,state,country,property_valuation
Nickolai,McChesney,M,17,1957-09-29,missing,Argiculture,High Net Worth,N,Yes,7.0,0,3 Monterey Trail,2582,NSW,Australia,9
Amory,Bohler,M,4,1959-01-11,Staff Scientist,Retail,High Net Worth,N,Yes,19.0,0,85549 Sheridan Parkway,4170,QLD,Australia,8
Borden,Wooles,M,16,1977-05-28,Recruiting Manager,Financial Services,Affluent Customer,N,No,21.0,0,4498 Donald Crossing,2525,NSW,Australia,10
Radcliffe,Bartolomeoni,M,13,1966-09-09,Associate Professor,Financial Services,High Net Worth,N,Yes,16.0,0,4 Ridgeway Court,4030,QLD,Australia,4
Pen,Hedgecock,M,6,1954-11-06,Account Coordinator,Health,Affluent Customer,N,No,10.0,0,4 Bartelt Hill,4510,QLD,Australia,1
Kermy,Heningam,M,4,1967-04-25,Account Representative I,Manufacturing,High Net Worth,N,No,5.0,1,91116 Riverside Plaza,2114,NSW,Australia,8
Garrett,Dommett,M,50,1972-08-11,missing,missing,High Net Worth,N,No,17.0,0,60911 Almo Point,2066,NSW,Australia,12
Gherardo,Lahy,M,61,1957-12-10,Quality Control Specialist,missing,Affluent Customer,N,Yes,12.0,1,0 Superior Pass,2050,NSW,Australia,8
Justin,Ragless,M,86,1964-05-05,Account Executive,Manufacturing,Affluent Customer,N,No,10.0,0,9 Superior Terrace,2199,NSW,Australia,9
Jinny,Cawood,F,6,1991-08-13,missing,Health,Mass Customer,N,No,6.0,0,57 Marquette Hill,4120,QLD,Australia,6
Aurore,Buckmaster,F,19,1969-11-25,missing,Manufacturing,Mass Customer,N,Yes,17.0,1,36 Sommers Place,2096,NSW,Australia,12
Jerome,Sheavills,M,18,1982-10-27,Software Consultant,Health,High Net Worth,N,Yes,11.0,1,83148 Rowland Alley,2530,NSW,Australia,8
Eugenie,Belcham,F,35,1978-09-22,Nurse,IT,Affluent Customer,N,No,18.0,0,34 Arrowood Pass,2567,NSW,Australia,9
Kynthia,Purcer,F,22,1965-06-22,Director of Sales,IT,Affluent Customer,N,Yes,8.0,1,72 Mandrake Court,3183,VIC,Australia,9
Sibyl,Scholtz,F,67,2002-01-26,Food Chemist,Health,Mass Customer,N,Yes,1.0,0,9 Emmet Hill,2042,NSW,Australia,10
Dare,missing,M,98,1973-07-07,Quality Control Specialist,Retail,Affluent Customer,N,No,11.0,0,16984 Pankratz Park,2324,NSW,Australia,7
Carce,Gunthorp,M,89,1972-10-08,Analyst Programmer,Financial Services,Mass Customer,N,No,7.0,1,9460 Laurel Crossing,4032,QLD,Australia,7
Neville,Bloyes,M,6,1990-03-02,Marketing Manager,Retail,Mass Customer,N,Yes,19.0,1,5786 Kinsman Point,2127,NSW,Australia,8
Allyson,Pinsent,F,48,1995-09-07,missing,Retail,High Net Worth,N,Yes,2.0,0,4 Fairfield Way,2487,NSW,Australia,10
Gunar,Sleit,M,25,1968-04-22,Administrative Officer,missing,Mass Customer,N,No,5.0,1,319 Michigan Way,4350,QLD,Australia,4
Patten,Laytham,M,86,1976-04-01,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,17.0,0,49 Fulton Park,3156,VIC,Australia,8
Leese,Lohan,F,53,1975-09-02,Technical Writer,Manufacturing,Mass Customer,N,No,15.0,0,0 Corben Court,3121,VIC,Australia,11
Garald,Brasner,M,13,1995-04-30,Project Manager,missing,High Net Worth,N,No,1.0,0,8 Drewry Street,4655,QLD,Australia,5
Cosette,Callar,F,58,1997-08-20,Product Engineer,missing,Mass Customer,N,Yes,1.0,1,48 Dawn Center,4132,QLD,Australia,3
Katalin,Mantz,F,67,1979-11-24,Developer III,Manufacturing,Affluent Customer,N,Yes,12.0,1,6244 Forest Point,4103,QLD,Australia,9
Lambert,Vardey,M,29,1997-09-02,missing,Retail,Affluent Customer,N,Yes,4.0,0,0306 Donald Court,3844,VIC,Australia,1
Noland,Larder,M,67,1980-08-15,Safety Technician II,Financial Services,Affluent Customer,N,Yes,19.0,0,3762 Victoria Alley,4078,QLD,Australia,6
Vail,Southernwood,M,40,1977-08-22,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,No,8.0,1,3 Manley Crossing,4074,QLD,Australia,6
Camille,Vallintine,F,48,1964-12-01,Environmental Tech,Financial Services,Mass Customer,N,Yes,4.0,0,36866 Summit Point,3750,VIC,Australia,9
Tucky,Pizzie,M,8,1973-11-20,Project Manager,missing,High Net Worth,N,Yes,4.0,0,9 Pearson Plaza,3177,VIC,Australia,7
Nert,Muglestone,F,60,1978-01-25,Technical Writer,IT,High Net Worth,N,Yes,14.0,0,7450 Prairie Rose Drive,2868,NSW,Australia,1
Corabelle,missing,F,21,1953-09-17,Help Desk Technician,Manufacturing,Affluent Customer,N,No,15.0,1,83975 Rowland Place,2166,NSW,Australia,6
Waylan,Katte,M,69,1988-04-24,Product Engineer,Retail,Mass Customer,N,No,22.0,0,01 Weeping Birch Plaza,2640,NSW,Australia,4
Lind,Dredge,M,69,1974-11-04,VP Sales,Health,High Net Worth,N,No,18.0,0,738 Dixon Drive,2575,NSW,Australia,8
Jaquelyn,Workman,F,2,1963-12-10,Help Desk Technician,Financial Services,High Net Worth,N,Yes,6.0,0,5766 Pearson Court,2227,NSW,Australia,8
Drucill,Laurand,F,32,1984-12-11,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13.0,0,9 Shelley Center,2170,NSW,Australia,7
Yovonnda,Warrior,F,20,1959-07-13,Systems Administrator I,Property,High Net Worth,N,Yes,14.0,0,07273 Sundown Trail,2358,NSW,Australia,2
Hallsy,De Leek,M,22,1980-06-08,Director of Sales,Manufacturing,Mass Customer,N,No,3.0,0,2 Maryland Drive,4227,QLD,Australia,7
Hall,Grouer,M,36,1992-11-04,Account Coordinator,Manufacturing,High Net Worth,N,No,7.0,1,3 Roth Place,2449,NSW,Australia,2
Tamiko,Fergie,F,36,1973-11-02,Dental Hygienist,Health,Mass Customer,N,Yes,17.0,1,81856 Express Lane,2299,NSW,Australia,6
Clyve,Sandwick,M,72,1968-06-21,VP Product Management,Financial Services,Mass Customer,N,No,5.0,1,5 Porter Road,4014,QLD,Australia,6
Dusty,Tesimon,F,40,1953-10-12,Social Worker,Health,Mass Customer,N,Yes,12.0,0,59 Waywood Road,3163,VIC,Australia,8
Redd,O'Crowley,M,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0,1,6838 Anniversary Junction,2484,NSW,Australia,4
Raquela,Schimpke,F,7,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8.0,1,90128 Caliangt Place,2484,NSW,Australia,4
Devin,Sandeson,U,83,1970-01-01,Staff Accountant II,IT,Affluent Customer,N,No,0.0,0,504 Mesta Lane,2261,NSW,Australia,8
Bartie,Hartburn,M,40,1960-12-23,VP Product Management,Argiculture,Mass Customer,N,Yes,19.0,0,9 Utah Road,4179,QLD,Australia,8
Rutter,Marlen,M,29,1988-01-06,Sales Associate,Financial Services,Mass Customer,N,No,13.0,0,00213 Atwood Pass,2340,NSW,Australia,1
Cybill,Wakes,F,70,1982-12-03,Accountant III,missing,Mass Customer,N,No,17.0,0,7230 Montana Place,2777,NSW,Australia,9
Ailene,Tomkies,F,7,1969-11-11,Speech Pathologist,missing,High Net Worth,N,Yes,5.0,0,51763 Carey Place,3056,VIC,Australia,7
Immanuel,Farlamb,M,52,1970-08-23,Health Coach IV,Health,Mass Customer,N,No,9.0,0,4 Susan Center,3170,VIC,Australia,9
Eolande,Kauscher,F,94,1965-12-01,VP Product Management,missing,Mass Customer,N,Yes,14.0,0,745 Troy Avenue,2769,NSW,Australia,9
Amaleta,Dickens,F,34,1982-01-28,missing,missing,Mass Customer,N,Yes,7.0,1,6 Upham Place,4556,QLD,Australia,7
Stefano,Menhenitt,M,72,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10.0,0,34694 Sugar Place,4740,QLD,Australia,5
Masha,Bibbie,F,11,1975-07-15,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,8.0,0,26876 Lyons Court,3166,VIC,Australia,10
Sully,Dorling,M,2,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13.0,0,8308 Linden Place,2570,NSW,Australia,9
Elka,Crossgrove,F,79,1986-10-12,Food Chemist,Health,Affluent Customer,N,No,20.0,0,32708 Bluestem Alley,3976,VIC,Australia,7
Ambrose,Bleasby,M,27,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,3.0,0,3542 Arkansas Place,3380,VIC,Australia,1
Boris,Syres,M,85,1973-11-06,Senior Developer,Health,Affluent Customer,N,No,6.0,0,642 Anderson Circle,4132,QLD,Australia,5
Sybila,Enefer,F,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,Yes,3.0,1,8318 Continental Alley,3175,VIC,Australia,7
Ephraim,Fulep,M,72,1980-09-10,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18.0,1,7202 Prairieview Court,2221,NSW,Australia,11
Bryant,Tordiffe,M,70,1963-01-17,Budget/Accounting Analyst IV,missing,Affluent Customer,N,Yes,14.0,0,64610 Sachtjen Center,2575,NSW,Australia,10
Galvan,missing,M,72,1974-11-13,Senior Sales Associate,missing,Mass Customer,N,No,9.0,0,53 Muir Terrace,2170,NSW,Australia,8
Gisella,Scad,F,36,1964-07-08,Junior Executive,Manufacturing,Mass Customer,N,Yes,12.0,1,710 Schiller Plaza,3338,VIC,Australia,1
Renaud,Gahagan,M,69,1974-01-08,Quality Engineer,Health,Mass Customer,N,No,19.0,1,698 Old Gate Lane,2619,NSW,Australia,3
Austin,Toopin,U,47,1970-01-01,Automation Specialist IV,IT,Mass Customer,N,Yes,0.0,0,4 Golden Leaf Road,4670,QLD,Australia,2
Pierce,Cheke,M,81,1992-05-03,Safety Technician I,missing,Mass Customer,N,Yes,8.0,0,1979 Arapahoe Trail,4701,QLD,Australia,3
Gabriellia,Coulter,F,52,1977-03-02,Teacher,Manufacturing,High Net Worth,N,Yes,8.0,0,1 Vernon Terrace,4226,QLD,Australia,6
Dmitri,Eleshenar,M,83,1992-05-23,Librarian,Entertainment,Mass Customer,N,No,2.0,0,79862 Darwin Crossing,4215,QLD,Australia,8
Abe,Townby,M,0,1987-01-08,Programmer Analyst II,Financial Services,High Net Worth,N,No,19.0,1,184 Hoepker Way,2197,NSW,Australia,9
Armstrong,Style,M,35,1985-10-03,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13.0,0,40 New Castle Avenue,2043,NSW,Australia,11
Gregory,Balchin,M,73,1980-07-30,Programmer III,Argiculture,High Net Worth,N,Yes,8.0,0,9525 Johnson Place,3190,VIC,Australia,8
Griffin,Gisbourn,M,88,1978-07-10,Software Test Engineer II,missing,High Net Worth,N,Yes,9.0,0,8 Pearson Trail,2166,NSW,Australia,9
Brannon,Gladman,M,37,1959-01-04,Systems Administrator III,missing,Mass Customer,N,No,8.0,1,53 Dakota Court,2027,NSW,Australia,9
Gretta,Patrone,F,66,1963-12-11,Geologist II,Telecommunications,Affluent Customer,N,Yes,18.0,1,4262 Melvin Avenue,2759,NSW,Australia,8
Elizabeth,Applewhaite,F,30,1964-06-08,missing,Entertainment,Mass Customer,N,No,11.0,0,4415 Dwight Center,2528,NSW,Australia,7
Onida,Cockshot,F,9,1954-05-10,Legal Assistant,Manufacturing,Mass Customer,N,No,7.0,1,1197 Carey Junction,2280,NSW,Australia,7
Berne,Fulkes,M,27,1963-10-07,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19.0,1,227 Havey Trail,2795,NSW,Australia,6
Rockie,MacCosty,M,93,2000-06-07,Health Coach II,Manufacturing,Mass Customer,N,Yes,2.0,1,2 Manufacturers Parkway,3199,VIC,Australia,6
Patrica,Donativo,F,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,1,9175 Stephen Drive,4035,QLD,Australia,8
Luisa,McGlue,F,23,1978-06-05,Paralegal,Financial Services,High Net Worth,N,No,12.0,1,299 Pine View Parkway,3121,VIC,Australia,12
Greg,Iacovo,M,88,1967-11-29,VP Sales,Manufacturing,Affluent Customer,N,No,5.0,1,71 Orin Crossing,2155,NSW,Australia,9
Thornton,Vereker,M,18,1980-11-22,Environmental Specialist,missing,Mass Customer,N,No,11.0,0,134 Knutson Street,2281,NSW,Australia,9
Omero,Murra,M,36,1994-07-08,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3.0,0,37 Mockingbird Street,4017,QLD,Australia,3
Gary,Eager,M,1,1977-09-19,Accountant IV,Property,Affluent Customer,N,No,4.0,1,00969 Gale Way,3108,VIC,Australia,10
Janina,Keme,F,62,1985-09-01,Professor,missing,Mass Customer,N,No,22.0,0,05665 Dottie Circle,2085,NSW,Australia,11
Arlen,Klossek,M,3,1978-09-18,Director of Sales,Health,Mass Customer,N,Yes,16.0,1,83 Wayridge Circle,4152,QLD,Australia,9
Falkner,Jochens,M,86,1978-07-03,Software Engineer II,missing,Mass Customer,N,Yes,10.0,0,8 Carioca Terrace,4007,QLD,Australia,8
Licha,Lyes,F,10,1960-11-22,Physical Therapy Assistant,missing,Mass Customer,N,Yes,15.0,0,5 Kenwood Road,2075,NSW,Australia,11
Paddie,Grunder,M,13,1977-11-01,Sales Representative,Retail,Mass Customer,N,Yes,22.0,0,29 Hansons Crossing,2318,NSW,Australia,4
Syman,Trimnell,M,81,1998-03-18,Biostatistician I,Argiculture,Mass Customer,N,Yes,4.0,0,493 Buell Point,4500,QLD,Australia,8
Cara,Campbell-Dunlop,F,60,1964-06-19,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,Yes,9.0,0,7 Del Mar Crossing,4680,QLD,Australia,7
Bendicty,Powrie,M,81,1973-12-14,Web Designer III,Retail,Mass Customer,N,Yes,3.0,0,7 Elgar Plaza,2250,NSW,Australia,9
Moshe,Nicholl,M,75,1993-10-31,missing,Financial Services,High Net Worth,N,No,3.0,0,425 Marquette Way,2116,NSW,Australia,10
Nomi,missing,F,88,1985-11-19,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,17.0,0,67104 Bunting Crossing,2043,NSW,Australia,9
Frederica,Hughman,F,31,1994-06-12,Librarian,Entertainment,Mass Customer,N,No,1.0,0,243 Raven Drive,4815,QLD,Australia,3
Dimitry,Kunkler,M,54,1961-07-06,Teacher,IT,Mass Customer,N,Yes,19.0,0,248 School Park,3156,VIC,Australia,8
Carl,Eyre,M,51,1982-08-23,Desktop Support Technician,Manufacturing,Mass Customer,N,No,7.0,1,5 Onsgard Plaza,3134,VIC,Australia,10
Mariel,Dyke,F,49,1998-02-10,missing,Manufacturing,Mass Customer,N,Yes,4.0,1,38 Havey Place,3049,VIC,Australia,5
Obed,Pauler,M,12,1989-07-14,missing,IT,Mass Customer,N,Yes,2.0,0,38 Armistice Alley,2018,NSW,Australia,8
Fanni,Liffe,F,52,1980-01-11,Media Manager IV,Financial Services,High Net Worth,N,No,5.0,0,34953 Oak Circle,2153,NSW,Australia,10
Aharon,Moller,M,67,1958-06-15,Administrative Officer,missing,Mass Customer,N,Yes,15.0,0,18 Express Street,2165,NSW,Australia,9
Tommie,Midden,F,39,1965-10-19,Product Engineer,Health,Affluent Customer,N,No,4.0,0,04046 Summit Avenue,4217,QLD,Australia,9
Letitia,Coan,F,84,1975-08-16,Product Engineer,Manufacturing,Mass Customer,N,No,11.0,0,986 Hollow Ridge Crossing,3821,VIC,Australia,7
Myrtia,Paschke,F,28,1977-10-04,missing,Manufacturing,Mass Customer,N,Yes,5.0,0,4622 Dixon Junction,2048,NSW,Australia,8
Marge,Skerm,F,53,1955-01-06,Dental Hygienist,Health,Mass Customer,N,No,16.0,0,3563 Darwin Avenue,3095,VIC,Australia,9
Ephrem,Cariss,M,98,1960-05-15,Statistician III,Manufacturing,Mass Customer,N,Yes,11.0,0,38759 Butterfield Avenue,4305,QLD,Australia,2
Kenneth,Viall,M,97,1992-06-20,Food Chemist,Health,High Net Worth,N,Yes,7.0,1,67125 Melody Place,2747,NSW,Australia,8
Calv,Zelland,M,62,1986-01-30,Sales Associate,missing,Affluent Customer,N,No,12.0,0,31 Northwestern Court,2206,NSW,Australia,10
Julee,Hallewell,F,80,1968-03-30,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,16.0,1,8 Farwell Parkway,2428,NSW,Australia,2
Kimberlee,Soonhouse,F,6,1963-03-10,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,18.0,0,19 Barby Parkway,4127,QLD,Australia,4
Hewett,Alessandretti,M,70,1999-06-01,Information Systems Manager,Health,Mass Customer,N,Yes,1.0,1,681 School Avenue,2077,NSW,Australia,10
Chrysler,Longstaffe,F,1,1978-12-02,Computer Systems Analyst I,missing,Mass Customer,N,Yes,16.0,1,27 Dawn Lane,2233,NSW,Australia,10
Melania,Ruske,F,53,1981-12-30,missing,Retail,Mass Customer,N,No,16.0,0,366 International Way,2170,NSW,Australia,8
Jacobo,Rosenblum,M,56,1956-06-08,Research Associate,Health,Affluent Customer,N,No,8.0,0,427 Rockefeller Drive,2093,NSW,Australia,12
Kelwin,Goldsmith,M,27,1957-04-15,Recruiting Manager,Property,Mass Customer,N,No,8.0,1,5176 Division Hill,3216,VIC,Australia,5
Emalee,Guitel,F,46,1973-07-21,Graphic Designer,Property,High Net Worth,N,Yes,17.0,0,1 Raven Place,2160,NSW,Australia,6
Mira,Askham,U,9,1970-01-01,Senior Financial Analyst,Financial Services,High Net Worth,N,No,0.0,1,29 Delaware Pass,2567,NSW,Australia,8
Tobe,Godrich,M,35,1993-09-27,Research Nurse,Health,Mass Customer,N,Yes,8.0,1,42554 Burrows Court,2117,NSW,Australia,10
Shanta,Attrill,F,28,1995-10-21,Web Developer I,Manufacturing,Mass Customer,N,Yes,3.0,1,726 Warrior Center,2077,NSW,Australia,10
Agustin,Isworth,M,82,1980-07-27,Accounting Assistant II,missing,High Net Worth,N,Yes,3.0,1,500 Victoria Plaza,2147,NSW,Australia,9
Gray,McLorinan,F,71,1986-04-25,missing,Manufacturing,High Net Worth,N,No,11.0,0,35 Debra Way,3201,VIC,Australia,6
Mabel,Sallter,F,6,1969-03-26,Automation Specialist II,missing,Mass Customer,N,Yes,11.0,0,62965 Morningstar Junction,4109,QLD,Australia,9
Filmer,Furby,M,4,1985-12-29,Structural Engineer,Manufacturing,Mass Customer,N,No,4.0,1,6698 Melody Crossing,4556,QLD,Australia,8
Tedmund,Simonsson,M,57,1996-09-27,Structural Engineer,missing,Mass Customer,N,No,5.0,0,05919 Morning Parkway,2034,NSW,Australia,11
Hamil,Britch,M,13,1975-03-26,Media Manager IV,Manufacturing,High Net Worth,N,No,21.0,0,6 Rockefeller Pass,3075,VIC,Australia,7
Raquel,Bamlett,F,6,1962-08-16,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,1,7875 Fieldstone Pass,4216,QLD,Australia,10
Kain,Rene,U,68,1970-01-01,Assistant Professor,IT,High Net Worth,N,Yes,0.0,0,59170 Westridge Junction,2147,NSW,Australia,8
Mada,Martinho,F,21,1977-10-06,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3.0,1,3 Bonner Point,2800,NSW,Australia,4
Matilde,Hamsher,F,55,1971-06-20,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12.0,0,113 Lien Place,2560,NSW,Australia,6
Lilli,Hargey,F,80,1962-06-21,Statistician III,Manufacturing,High Net Worth,N,Yes,8.0,0,064 Fallview Terrace,4500,QLD,Australia,7
Brandy,Showering,M,16,1963-06-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,0,32 Sutteridge Trail,2470,NSW,Australia,1
Marina,McElwee,F,41,1978-08-20,Accountant I,Manufacturing,High Net Worth,N,No,17.0,0,3984 Clove Street,3192,VIC,Australia,10
Hyacinthia,Tuley,F,33,1999-10-04,Senior Developer,Property,High Net Worth,N,Yes,2.0,0,4 Rowland Plaza,2324,NSW,Australia,4
Gail,Scarrisbrick,M,8,1970-04-13,Programmer I,Manufacturing,Mass Customer,N,Yes,15.0,0,5157 Maple Wood Circle,2537,NSW,Australia,8
Jamill,Cudd,M,77,1993-07-27,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3.0,1,559 Blackbird Street,4580,QLD,Australia,2
Neilla,Castrillo,F,19,1960-03-16,Staff Accountant IV,Health,Affluent Customer,N,Yes,19.0,1,6466 Troy Street,2763,NSW,Australia,8
Duff,Guyer,M,88,1974-01-31,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7.0,0,7135 Ruskin Avenue,2563,NSW,Australia,11
Guthrie,MacAne,M,68,1978-01-22,VP Sales,Manufacturing,High Net Worth,N,Yes,12.0,0,5 Loftsgordon Avenue,2068,NSW,Australia,12
Maisey,Lavell,F,55,1972-09-07,Health Coach I,Health,High Net Worth,N,No,4.0,0,33 Del Mar Junction,2264,NSW,Australia,8
Marge,Girault,F,99,1995-08-10,Registered Nurse,Health,Affluent Customer,N,Yes,19.0,1,06069 Hayes Road,2099,NSW,Australia,8
Sandye,Avraam,F,49,1990-05-25,Associate Professor,Manufacturing,Mass Customer,N,Yes,8.0,1,828 Waubesa Pass,2234,NSW,Australia,10
Charyl,Sibson,F,6,1974-02-19,Health Coach IV,Health,Affluent Customer,N,No,7.0,1,1 Bobwhite Circle,2230,NSW,Australia,9
Laraine,Merioth,F,89,1998-11-19,Executive Secretary,Retail,Affluent Customer,N,Yes,1.0,0,3 Memorial Junction,2126,NSW,Australia,11
Ezri,Sadry,M,67,1995-02-11,Programmer II,Financial Services,Affluent Customer,N,Yes,6.0,0,644 Mcbride Street,2086,NSW,Australia,11
Richie,Matts,M,80,1963-01-30,Senior Developer,Financial Services,Affluent Customer,N,No,12.0,1,23700 Dennis Way,2075,NSW,Australia,11
Neda,Perkis,F,48,1953-09-13,VP Marketing,Entertainment,High Net Worth,N,No,17.0,1,5795 Comanche Circle,4825,QLD,Australia,2
Portia,Proudlock,F,50,1971-05-06,Biostatistician IV,Property,Affluent Customer,N,Yes,14.0,1,31 Scofield Trail,3020,VIC,Australia,8
Ulrica,Abelwhite,U,31,1970-01-01,Software Test Engineer I,IT,High Net Worth,N,Yes,0.0,0,218 Elka Point,2176,NSW,Australia,10
Mortimer,Iremonger,M,79,1982-07-03,missing,IT,Affluent Customer,N,No,7.0,0,5468 Moose Lane,2445,NSW,Australia,7
Marco,Denziloe,M,15,1971-01-11,Associate Professor,missing,High Net Worth,N,No,10.0,1,174 Calypso Crossing,2770,NSW,Australia,7
Elinor,Biggerstaff,F,69,2000-07-14,VP Sales,IT,Mass Customer,N,Yes,2.0,0,53358 David Circle,4306,QLD,Australia,3
Agosto,Thon,M,59,1982-04-15,VP Quality Control,missing,Mass Customer,N,Yes,3.0,0,0 3rd Road,4060,QLD,Australia,9
Anabelle,Rogerson,F,62,1987-09-18,Structural Engineer,Property,Mass Customer,N,Yes,7.0,0,9 Melvin Drive,2144,NSW,Australia,7
Whitney,Dahle,M,89,1964-09-02,VP Product Management,missing,High Net Worth,N,No,10.0,1,9670 4th Point,2065,NSW,Australia,10
Cathy,Parmley,F,25,1976-12-10,Director of Sales,Retail,Affluent Customer,N,Yes,18.0,1,2228 Steensland Terrace,2148,NSW,Australia,8
Charlie,Hastilow,M,10,1992-03-10,Nurse,Manufacturing,Mass Customer,N,No,7.0,1,2 Thierer Place,4053,QLD,Australia,8
Xymenes,Sprull,M,3,1961-01-09,Administrative Officer,Property,High Net Worth,N,No,15.0,0,23 Huxley Road,3064,VIC,Australia,7
Philbert,Albone,M,99,1987-01-21,Geologist III,missing,Mass Customer,N,No,12.0,0,34 3rd Place,3030,VIC,Australia,8
Theodore,Chicchelli,M,98,1983-09-09,Quality Control Specialist,Property,Mass Customer,N,Yes,9.0,0,63 Golf Crossing,2217,NSW,Australia,8
Mar,Philippon,M,36,1971-08-31,Dental Hygienist,Health,High Net Worth,N,No,10.0,1,1 Sloan Avenue,2176,NSW,Australia,10
June,Haslam,F,87,1974-01-10,Speech Pathologist,Manufacturing,Mass Customer,N,No,8.0,1,056 Pierstorff Alley,2040,NSW,Australia,11
Kylie,Terese,M,40,1979-06-01,Senior Developer,Health,Mass Customer,N,No,19.0,0,177 Anniversary Parkway,2428,NSW,Australia,7
Alix,Gilliland,F,11,1977-04-29,missing,missing,Mass Customer,N,No,17.0,1,18 Karstens Drive,2233,NSW,Australia,10
Irwin,Ryall,M,19,1989-01-04,VP Marketing,IT,Mass Customer,N,No,6.0,0,6950 Morrow Street,2326,NSW,Australia,3
Fae,Done,F,9,1959-11-26,Structural Engineer,Financial Services,Mass Customer,N,Yes,5.0,0,8492 Autumn Leaf Center,3214,VIC,Australia,2
Laureen,Blower,F,38,1978-03-26,Senior Developer,IT,High Net Worth,N,Yes,7.0,0,91749 Portage Park,2528,NSW,Australia,8
Gal,Scardafield,M,25,1969-09-05,VP Sales,Retail,Affluent Customer,N,Yes,12.0,0,45 Waubesa Lane,4213,QLD,Australia,9
Mort,Heath,M,52,1957-10-27,VP Accounting,Financial Services,Mass Customer,N,No,17.0,0,51739 Sundown Hill,2009,NSW,Australia,9
Bendix,Cooke,M,65,1968-08-14,Registered Nurse,Health,Mass Customer,N,No,17.0,0,95 Butterfield Circle,3352,VIC,Australia,4
Veronike,Clampett,F,67,1977-09-05,Software Consultant,missing,Mass Customer,N,No,7.0,0,9 Porter Pass,4077,QLD,Australia,6
